individu,Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,Dim8,Dim9
26,-1.6662057080128774,0.752527387095089,-0.050541821152508326,-0.8565669189128798,-0.6896617404775934,-0.7962275041477188,0.10253344745909677,0.2990964567511601,-0.16476721128652044
27,0.07821870408095659,0.09305617312514117,-1.1348433522933155,-1.0259351228011326,0.8970443989141431,-0.025765971107276527,0.19835259990652526,0.20486282181133061,0.19171577922751448
28,1.0887848238322533,-0.4822918392160323,-2.4240346649109505,0.05929515583436176,-0.21941729759155476,0.3039617287934264,0.21736253080585569,0.20998895548204283,-0.11542977078575457
29,0.2036091225077527,-0.40773363160573395,-0.327992319123039,-0.2815875916539766,-0.1442389395028048,-0.0838567685489344,0.14970896891826876,-0.07648729502420827,-0.09570174235454086
30,-0.26240202467430906,0.9692113588845928,-0.6347533773941859,-0.39601159497325383,-0.9692040790113814,-0.060242850950642635,-0.05038691462697216,0.13319280495103325,-0.41511489219677983
31,-0.5463870561324713,-1.2561957048802657,-1.3699122399114405,-0.6039100406254723,-0.21114827222812038,-0.5866983215535579,-0.04465863337196228,0.02592196451951383,0.09611723597919418
32,3.3178260413115823,-0.43661850262123786,-1.0326175182090664,-0.5832754285383485,0.38929525908647333,0.3830817099455992,0.04317881648819891,-0.08230353153696081,0.21157240724025864
33,2.803488547079536,-0.7433713067346812,-1.3921696973784492,-0.30014649641535085,0.18140747136175792,0.2422994626982152,0.6243285035656319,0.04282375232812455,0.13455329666715857
34,-0.0015886386407693328,-1.2890244655844727,-0.4996991295887077,-1.0907321089397128,-0.36211556195575106,-0.4431410148723932,-0.6556212070501599,-0.24916169260163532,-0.08803592943525437
35,0.8257269692516767,-0.2980227238651902,-1.1311516750380506,0.10285879035201395,0.5552169979157349,-0.34587885855465966,-0.33985457363999944,-0.05114058553158651,-0.05278482041413588
36,-1.5417299739867159,-1.0169007572275848,-0.25027186866162804,-1.4217193462265285,0.2643691283111682,0.08059795799447701,-0.0004212107147062801,0.005219878989254736,0.10903370353961377
37,2.7346452348603525,-0.5583707271083764,-1.4013633647725703,-0.39166259895718236,-0.15914572764985815,-0.05631916176235804,-0.1509681664672589,-0.10945444649314379,0.10017597725768677
38,1.8054981241529235,0.5044611998422849,-1.1415090807000918,0.1478142781470645,0.09214205811503012,0.2252564689018475,0.020379442164504057,0.22973708319402772,-0.07769704500516032
39,0.2322360766239456,-0.7062063983922637,-1.1797318687609768,-0.7121726930654184,0.04925627918231032,0.050494946132667654,0.3009099991407684,0.2114820043798398,0.1525890830173686
40,1.1848436936675788,0.8135203380367269,-0.9947623480747932,-1.1199406807120151,0.3699841281458842,0.6131600205693637,-0.32861672519415636,0.01031124696090773,0.16728575061107206
41,-1.6441317237241315,3.248583080538888,-0.5429946720560886,-1.2005760981006577,-0.27171957092536503,-0.5586184416025317,-0.6294719590180557,0.186119086745709,0.08994483003384621
42,-0.34579443645269375,0.6709114709123892,-1.6505082506233906,-0.845426774067605,0.3752963148128839,-0.05583198259983422,0.2803637446904966,0.11689832614833214,0.20419399874394822
43,3.735644236776981,-0.38418361442364535,-1.615335893917991,-0.13177554079281734,0.0843061457916272,0.4880238028275079,0.46920686600505246,0.15388643405454044,0.2678576103367828
44,-1.5298650756171526,-1.3998350611464623,-1.3493779963565415,-0.6777547368460375,-0.282368319651536,-0.5551179523044929,0.035678292009671805,-0.34376217323080643,0.2960169415807644
45,-1.3301393517871731,1.9899665832855347,-0.6111200007056271,-0.8563364029272577,0.647289558755392,-0.12236506996912985,0.18296090328431538,0.22479615226628613,0.17245294305689424
46,-1.656325509611302,-0.25407206998019327,-0.4959134697963634,-1.355185982884469,-0.4098785463390778,-0.03975289091752108,0.30817239786804645,0.322659312548514,0.128020355878453
47,0.2992971372048825,0.9024269594885717,-0.26794841484210424,-0.5946908603517058,-0.303881870281259,0.06120652201499497,-0.06869697165013153,0.07145384761571175,-0.3155656778373758
48,4.942061776600217,0.331935812724457,-0.46821284480936487,0.11971209975675662,0.17547847160521293,0.34345234885415754,-0.08273983834862349,0.021032009685192487,0.13844781358177408
49,1.2492036727458553,-0.18416293440391954,-1.7957819737079652,-0.40022590513483564,0.5230104241445972,0.0802113699221152,0.5871725866663402,0.17469432709408217,0.012919989693579452
50,-0.9281126499227221,-1.0836950117375455,0.286592129528807,-1.6424393571769411,-0.315055746684468,-0.028710907826372666,-0.4089194002386719,-0.11559538005958644,-0.022465966531562465
51,1.2544326298583046,-0.7104583784499623,-0.34392144292829907,-0.12216611163465566,-0.2414595790082157,0.10891709863880492,-0.38338945678272685,-0.03218536516189758,-0.16227670145593906
52,2.092574292692815,-0.8752626504054852,0.14789892667381924,-1.3126468410830558,-0.4019212347745532,-0.15769617248812828,-0.33067397581131874,-0.14112115225298846,-0.5304227976044973
53,-1.2282040527907607,-0.16291009594226183,-1.9090158426361457,-0.5955703021149671,-0.05256732069709044,0.3600317679855364,-0.006534907086112984,0.01602141774701927,-0.17598699777394763
54,-0.0853603891180193,-1.3170811742522721,-0.41681730028272285,-1.1304071710078933,-0.35104521531177285,-0.3425670991110974,-0.5983361308136311,-0.1309682270514745,-0.13160492252656517
55,0.7295164289401734,-0.5615352319238531,-0.8975236789596858,-0.8740310069324085,-0.7401404962274554,-0.32775175202757123,-0.2650680337998849,0.044859500829479294,-0.3874882257037532
56,-0.4541232855122137,-0.2116706786820837,0.1879647254213145,-0.6483532766059827,-0.7104919994353326,-0.39008422763248285,-0.29243409713217666,0.08550584159153321,0.3181030209421647
57,2.562324722164056,-0.873788196271983,-0.7065968838077046,-0.7608579507383524,-0.033445246591360486,0.10306285225557682,-0.12807334965196018,-0.04095827088048705,-0.23404535884804428
58,2.627766271211397,0.56556826946158,-0.3687376352636406,-1.32698722990169,0.7338161919216968,-0.13165079452541723,-0.03641554825938962,0.08116987395499413,-0.023551600984038325
59,0.4458881833273672,-1.1443685157010433,0.22370598105338044,-1.422309003188232,-0.47606933005348046,-0.05898315926493657,-0.1807617245006783,0.03220977212370815,-0.2603007282039222
60,3.1903628729247515,-0.1711520276035627,-0.11467972408905927,-0.2024982077848004,0.17473708899497414,0.11234114104151384,-0.2096594154246759,-0.03506305396939273,-0.24604441159631577
61,1.9778413116329718,-0.480291564403252,1.4266365879271417,-1.067247226924581,-0.8084951823807622,-0.010235006724510826,-0.574401526802017,0.032616227100118814,-0.061993610940989125
62,-0.45005376057884355,-0.5942187360885974,-0.1660544273388769,-0.34923451165783215,-0.6123379648752681,-0.704139667249784,1.3113823561119649,-0.8676871748602891,-0.5188962603224053
63,-0.45969722342874186,-0.8528920326836165,0.04016694455136184,-0.4504493391479847,-0.64707074960329,0.060681036710119034,-0.9252545844664186,0.3856123699087639,0.2716729997260549
64,0.2514759777498665,-0.9855868109257417,0.5197115710967252,-0.6313963834913572,-0.3798485402778975,0.2695217708836986,-0.2835319267080462,-0.1572872608425515,-0.012302088580978155
65,0.07357702886239388,-1.2842379061838038,-0.4890592568118786,-1.03972846709513,-0.23624035531878032,0.15452084022866658,-0.28606042571741835,-0.1028379241028218,-0.06224811020013863
66,3.1216555862408892,-0.19425915317030684,-0.015114309959158833,-0.23204045126326775,0.2179407336893145,0.4498778267865886,0.006547938738757159,-0.1338858998406873,-0.12385640431427239
67,0.5788904667669231,-0.7024768090788949,-1.452762959925564,-0.46612459215244123,-0.35262771738590304,0.15401316090449893,0.40155572289401337,0.23817606988122714,0.12923795508862382
68,-2.296452395429553,-1.056888842194143,-0.3713743505735039,-0.35307172830146305,-0.5968455599242032,0.003794049190154439,0.02553159053499491,-0.12453390235125049,-0.3315837608146811
69,-1.2439722422309636,-1.2542699482911381,-0.7895425546609206,-0.993786686526552,-0.45026398326950906,-0.07852192501822244,-0.05074617994564754,-0.02741489386347191,-0.33489060111473506
70,2.913414323166245,1.154576579784718,-0.862522432602356,-1.0079146375041772,-0.165222522996493,0.34928142957510244,0.07065687467886973,0.17087665518753503,0.13134481161383474
71,0.9581912733083884,-0.5026344413294962,-1.4648079686422124,0.35334497747953403,0.3224135758338945,0.16849364244927054,-0.6119620995403691,-0.1040215393016005,-0.4115439909932788
72,-1.014328687334227,-1.2992858418130575,-1.486062422480358,-0.5996947442844417,-0.16563230876719603,0.2302915038293009,-0.14247701811539842,-0.2971059909959959,-0.4034924307570632
73,-1.3835921112142484,-1.136245194650128,0.1842733749568597,-1.6007480601245478,-0.2572966848413161,0.5806732598579787,-0.3084746715857783,-0.19572250589001786,-0.10426516991342206
74,1.2094907154365868,-0.7115458698933893,-0.3373830522524977,-0.11545803839499098,-0.23740471721397002,-0.2328737183766431,0.02416496849020254,-0.30068114246820693,-0.001870804520177326
75,-0.7375082890769965,4.525538492068581,-1.047451835485468,-0.5327224260474845,-4.318166334383066,0.4649729219620678,0.6281801483848154,0.5303960806259187,-0.12114692959952074
76,-0.8183334661546362,-0.7976348054505565,-0.8879148690621936,-0.9338852883796908,-0.7932256400999986,-0.09264988458189641,-0.013518580798869232,-0.11701935176544022,0.09195983716148674
77,-0.222664346663775,-0.49234557924631767,-1.097028748872017,-0.7971096181635574,-0.8551357027896856,0.4037005692838837,-0.023019204451892133,0.07007218264638561,-0.14721677272502265
78,0.5869050315512769,-0.9082006050354321,-0.03912437801279931,-0.3254087612859635,0.03575645359924043,-0.0007386647884736783,-0.1489162660991781,-0.02902474686890734,0.052745940991841725
79,-1.9495197135111466,-0.9246666312404598,-0.5968332386197783,0.7471417291668999,-0.29076024710159765,-0.4464514307359694,0.036503045087536254,-0.4368809069542958,-0.1193078439811088
80,-3.3883656375195947,1.9959875004869323,-1.2678833198385153,-0.055195780261143405,2.8056353347494816,-0.13993709366496562,-1.093833281961959,-0.5384260682461973,-0.0468302867539177
81,-2.4743868891542973,1.4263346257574274,0.8585830499611491,-1.7681676819137748,0.46279635820089005,-0.22069149511995972,-0.5545451454073715,-0.118009220215238,-0.0015554124976466055
82,-0.04430528642755522,-1.003255572404398,-1.274164092936626,-0.6505090816696502,-0.33509405112880575,-0.3716944052465525,0.05387095522380231,0.025200017205778504,-0.21515289875261864
83,-1.183282109388414,-0.6129179938968344,-1.9092359806462065,-0.48791644274396845,-0.18614884056354808,0.3044633449736438,-0.02588386939307835,-0.2876783717764376,-0.035119445093809855
84,-1.6933997252068562,-0.13488933519768118,0.04252015399774939,-1.7193480586841106,-0.7316198815235815,0.17477693584334758,-0.18742028991708187,-0.1256360808903698,0.02416390254239336
85,1.6811751569082662,-0.22189354922378537,-1.621245866442934,-0.44486043049573537,-0.0010621236716984192,0.3404330820684805,0.13312200982514816,-0.09065025876481085,-0.22253499524132012
86,-0.11521786872697792,-0.862123693196644,-0.3999135774487464,-1.2279282117891788,-0.18533039739495313,-0.05003590611542594,-0.42006489057976143,-0.044284748949473,-0.10671547483334892
87,-1.040726129708607,-0.37096009051965667,-0.2661671769591126,-1.5011487349645418,-0.3253555492268959,-0.3025245966105426,-0.2475260683242522,0.06161486938160286,-0.3394117360805806
88,-1.3877289923356495,-0.2062696006064009,0.4460693545225152,-1.0160132346996755,0.21039317246067077,0.37942042180140284,-0.4954755784493232,-0.16395709610680395,-0.1876355848922197
89,2.2849707095535345,-0.05488184709320918,-0.2770287690692884,-1.2145545223348786,0.098527744358147,-0.01799223690142938,-0.21092578664771225,0.13768331196982792,0.08455085654109035
90,-0.7595366017459377,0.8133516481795487,-0.7039875399540944,-0.4374060065819992,-0.3000156319011891,0.42361171103673045,-0.0653393970827859,-0.270774886823959,-0.3289153847640141
91,-2.620822777300566,1.0711383356209059,-0.5542173591121372,-0.6608431338129996,-0.9614325979972072,0.03963860903060897,0.4476619130076815,-0.2737241943265243,0.04200959688028325
92,-1.8325830462563177,-1.1147149533534784,-0.21681963960413303,-0.41487091238134083,0.03200546520039854,-0.6398944543391527,0.19273315483609446,-0.052184628530894846,0.3489185263537595
93,2.489170953671681,0.4815992335490273,-1.8164272693487904,-0.4927308638276304,0.5839098525731837,0.2173653119621579,-0.3028282672035441,-0.07289023770890556,-0.07499343305476634
94,-1.1458937304162922,-1.0695562630607698,0.8715856347187128,-0.8959043542428708,-0.70023813469242,-0.08274913842983089,-0.11767571500446179,0.05810751283613392,0.40429759478024097
95,0.6741740226784991,-0.8271609417060368,0.43025034645378135,-0.5833302286432294,0.16490579106954564,-0.045442709883938205,0.09575057550910739,0.015578536975098402,0.2854103791726326
96,0.4362844859032199,-0.25469916712426993,-1.4518190462568312,-0.6401510957006011,-0.37572570942453937,-0.44994842875141916,0.025485791128770745,0.10537389523500837,0.1154456739291664
97,-0.10626573723522321,-0.6552164640824044,0.05493904521678097,-1.5737780569477353,-0.00995394133819001,-0.6432438016185232,-0.5361936174371248,0.14306976497182974,-0.04618083060844559
98,-0.0292209300582286,0.12647026145804297,-1.834657213080081,0.3363042309817335,0.7052269888926856,-0.8922499233691513,0.009608220746013104,0.3275278280436654,0.03043807765823372
99,-0.36694276370281514,-1.0270615224232373,0.16930761573276687,-0.5259356453637569,-0.46587466179134157,-0.21441997776269614,-0.5395413587204984,-0.20237255803033544,-0.1096095924991109
100,0.8752974911373775,0.2032869603253917,-0.6960791119376387,-0.16820791268069615,-0.028521458556457213,-0.5574738071852101,-0.15398716214950467,0.2587661709549196,0.004461419375105873
101,-0.5445592590990392,-1.0392061612102772,0.5778611425844046,-0.7822925071018737,-0.01137776248512333,-0.585470976630369,-0.21196729315637977,0.24315206891860355,0.05376418822731552
102,-3.1933604459890157,1.4298486185223243,-0.6195999763536005,-0.9009102082866166,0.21686956942146507,0.13291217887406875,-0.16279803666803536,0.2633245553537755,0.08018413412507436
103,3.738162710678901,-0.5419240778846466,-0.2292413686174111,0.0326658246482274,0.11944017345882658,0.1281399312158702,-0.1954178517304229,0.12053311386271058,0.018040785837232096
104,0.6564550594478704,-0.4662623561530423,-1.0812868451947364,-0.8198782717373516,-0.2861183783539724,-0.5586769184617271,-0.3900510088786454,0.21249281563840966,0.21290487660731436
105,-2.589725307201454,2.9441511178707045,-0.31738114397597805,-2.2982165571152193,-0.4458155060785796,0.18836586159114538,-0.11485562080383524,-0.030005535929736746,0.06609305141585659
106,4.003643896084153,-0.6458003855308558,-0.8187453370098925,-0.5902410861209146,0.05445079462611877,0.01911338105925853,-0.226535974511309,0.2076654328836693,-0.005001238184612425
107,-1.1490062133140049,1.0076322329184983,-1.59143936930305,-1.0826139256220249,0.36916047458687046,-0.14809250059933934,-0.06547169661516553,0.0671940725225967,0.00857061840245175
108,-1.913137017016048,-0.22979498969076717,-0.8688812334985958,-1.2301041391395393,-0.4804014257967078,-0.2678841680513657,-0.10694077078192135,0.031806217239648674,-0.0017227782203861532
109,2.7340015977636662,0.20611011296894932,-1.3629937880682759,0.37728433635706893,0.5963281848817508,-0.17469477713934992,0.01702167935708697,0.234272340888247,0.05391959420723776
110,2.0517745540594525,-0.34039318832720183,-2.10515663337403,0.9155844097258592,0.09825908110727968,-0.21935706822340048,0.40202438819567055,0.14391480788337685,-0.1529909729171921
111,-0.23832181538649444,0.4941304046589536,-1.5450842335704174,-0.9853328686072896,0.4225074723993702,-0.24501321814281318,-0.5185926614421835,-0.08041881567696195,-0.5236882065878569
112,2.522021369982417,-0.055406771620619986,-0.3502406319434395,-0.12961617312155377,-0.07052028181654729,0.05737365108217279,-0.4569342685775146,0.05797520233415218,0.18805705494763658
113,3.2099895732674937,0.5354204704246587,-2.114379647049882,-0.15213957868114003,0.27543566877350406,0.1510338386660857,0.29624748406037754,0.26279747339189347,0.14170998761434994
114,-1.0845465094927744,-0.7011892735421981,-0.3745970648474444,-0.4454377505039205,0.30107535174605815,-0.6663251152228031,-0.5089316375345552,0.0600907340010513,-0.14371860034879785
115,-1.176400330486793,1.1518238616741814,-1.7873562062470056,-0.07280466289197877,1.1529617158446732,-0.8368211714096997,0.06859915825736398,0.2728586794798938,0.11450800072537326
116,4.849232946344261,1.7509555500036158,-0.39949701576071867,-1.3248065475396829,0.6362280855803623,0.26803495873475136,-0.1742848222807446,0.11255341417902624,-0.1272644011518576
117,-1.6493090468977751,-0.11312294779081972,-1.3528436682634586,-0.9572764079596949,-0.35495273087503937,0.03882846378515783,0.0903886797786703,-0.16482375920623057,-0.23986501474933541
118,2.5443367251185705,0.3312016328894157,-0.40832922283587997,-0.29265485887458115,0.7141147816092305,0.39327513788482865,-0.6237503163457445,-0.25009798507278397,-0.146159347563405
119,-0.4567846667097924,1.6020572121978005,-2.8555590720848256,0.39872041118610707,2.3120105104218034,0.13744509561329638,-0.25881856317059015,-0.1199590917700084,0.16915812659099838
120,2.242610864060156,-0.31657917862155116,0.2466541168951933,-1.5299015709019788,0.139149928810203,-0.358588981956616,-0.48738151297184185,-0.10336932776724375,-0.17542640299957715
121,1.7812189301678794,-0.036401108895290836,-0.04964059060928745,-0.47133457532225415,0.8638290099173664,-0.11998198634030574,-0.04040888946780144,0.11105802565112655,-0.13944100843534768
122,-1.664897131147067,2.5853123140799066,0.5100594867269833,-0.6344623382077681,0.030899951779042745,0.23943244933192964,-0.22616036309543372,-0.27917558410936066,0.08954512575389849
123,1.6230769651467722,-0.16468297784982197,-0.7701624999142994,-0.9140503935894554,-0.27885416809836433,0.42670979868934783,0.1544611510909745,-0.12051822432390868,-0.12064369120652375
124,2.4983944472219903,-0.6375912700107194,-1.1360342920307003,-0.5005549665720108,-0.09380138966756153,0.48236535550530807,0.17980934016923172,0.02810963873588316,0.13522599835710852
125,1.902884151754056,0.5070712359272188,-1.2884244005833698,-0.795323628359454,0.3781001913204067,0.6543249050214691,-0.009015498690524275,-0.2185360433784293,0.12113518667036709
126,1.155505020654056,-0.41137258168055835,-0.5582318389055668,-0.11382186649279419,0.10605428716938975,0.33123208689528677,-0.2590290806631336,-0.23978141906706626,-0.3781145040505339
127,0.7401119969630274,1.3069390660577107,-0.5834208424218591,-0.28809682972977047,-0.9999641696350516,0.36871184567815984,0.5461246437412157,-0.17972136950669848,0.4518832634375153
128,-1.190446639820927,-1.3289505379048467,0.10429537031158664,-0.5007990711362664,-0.2746043219598503,0.05816498965056454,-0.33352765548180213,-0.34263806945264547,-0.0050633809500777545
129,-0.6622093501299364,-0.8269918758081716,-2.5610998381430874,-0.0306538118012329,0.35064852061319124,0.28791766033899113,0.25150146894522535,0.07110596561996813,-0.07194602560855154
130,-0.9791580955028282,-1.3706527955514112,-1.037661147028829,-0.8289829330753559,-0.3235463975573016,-0.8439326711761858,-0.21093722249805497,0.062193862550481364,0.048916535134631414
131,-2.0024842530719305,-0.6669201364361798,0.6731298043016312,1.9666332559853694,-0.18773624601121058,-0.7759143405403464,0.024152674735881636,-0.24084022349491965,-0.14428768331135639
132,3.1162672045408906,1.3691282312564594,-1.2273944833784223,0.09477239049545055,0.7100701332280963,0.2646724400417173,0.2614552450147533,0.04357726985824584,-0.06760246399990436
133,-2.222718279084527,-1.7784294018204803,0.5617389442895945,-1.5531186087496498,-0.13021038825480222,1.5189277591256,1.5750433864051618,-0.6435435570141468,0.8199883815184895
134,-2.4026726650705736,-1.092335340346583,1.3395209443206513,-2.323728012487616,0.4813299662994534,0.6364926040353505,0.9062384563677903,-0.4530814201405085,0.661214158484867
135,0.26120600287984885,0.5465244923846256,-0.11811750139768322,0.4248061373910657,-0.8481901030716004,-0.13394739207192718,-0.4782252064583412,0.202208760321208,-0.38159651000992617
136,0.7441040729103164,2.094802340652699,0.34739140747388414,-1.216561523229405,0.16232949042211942,0.40513070193365136,-0.24255904224756653,-0.18631342732109246,-0.21729220363183593
137,-2.45921671214664,-1.5924696201572768,0.9520926335098403,-1.9605446493132028,-0.06336895340479673,1.3367864529445588,0.4956451305276636,-0.6148803769361069,0.5236315733010809
138,-1.0683071412585459,-1.2501433455565945,1.937164250531615,-2.415888771018356,0.29677821945326704,1.2303915637629623,1.210377653234543,-0.5520597813750052,0.8734620177248369
139,-3.273606048969131,-1.2608143755781833,0.9870468956216449,-0.13099057163492062,0.2029272609422107,1.3790343145579882,0.8245837204011837,-0.8213643885215737,0.31390221192295664
140,-4.134134263372414,-1.3417719649465936,0.9171245167193289,-1.2590345439530828,0.1259604379676189,0.03619768639055256,0.3123339258609183,-0.43749748918596787,0.1633176342720092
141,-0.2117437531758421,-0.9223982848694698,-1.7243565189036005,0.6055530785647691,0.14506003108626866,0.5069014215768198,0.3307493565804119,-0.16009001182327096,0.06603635373512995
142,2.3102874849521347,-0.006216732160050425,-1.319892114812814,-0.6556071073406375,0.9788331819754078,0.1901507333944177,0.24746230295650867,0.26028994951614404,0.19857281687804507
143,-2.3174357430728647,-0.9127595193978673,-0.1247069443391286,-1.5489842705204915,0.6515752446088613,0.06669786766805637,0.5773821551974102,1.2662608221832061,-0.14945406901427016
144,-0.9398230693241265,0.057972060741482,-0.22822983925780121,-0.5687754909332611,-0.3484227161089155,0.10407824256327573,-0.2838363465231229,-0.10339449227277246,-0.10172199231633285
145,0.3778444263161299,-0.8071802305837271,-0.29227488648838434,-1.2441176879192803,-0.18015185591961974,-0.3605891462492475,-0.33572922856628434,0.10900426113036521,-0.0120223618339315
146,0.268829224761173,-0.12296935846171252,-1.6844166804166087,0.41679732855327817,0.5553457856946925,0.12592238294694708,0.3429631049195779,0.17649892804036027,0.07647313921576908
147,-3.9855207452741475,-1.6867302693423092,1.2220136075016619,-0.2670566705673865,-0.31371139436622114,0.2550421858738541,0.4506069228275506,-0.511457336558134,0.15101299228945056
148,-5.424366669282596,1.2339238623850832,0.5509635262829248,-1.06939417999543,2.782684187484858,0.561556522944858,-0.6797294042219449,-0.6130024978500354,0.22349054951664168
149,-0.13555116802442993,-1.2988258637361825,-0.64894269190949,-0.9901322671658116,-0.3060175887129128,-0.5394002327902538,-0.4004491194798646,0.12355925433939324,-0.10843149421016476
150,-2.2357305211268828,-1.5125618431431174,0.38718005418686846,-1.6855360080379842,-0.05553934508458794,0.3129477347304313,0.12248441758953067,0.8066502290812305,-0.2783482924960368
151,0.22757769293088495,-0.24167357664185488,-0.49162244364309826,-1.3403609193559902,0.4499580501685967,-0.16369446373941365,-0.24555465219143882,-0.10079818696430655,-0.21481793235847763
152,-0.7073578510875314,-0.7769526043269774,2.389863541450808,-1.92583211037107,0.47851547221179525,0.7456329483108011,-0.4719855898387043,0.4376595550074114,-0.31027288572056827
153,-3.708479242915895,0.49390297498140734,-0.05736630779813813,-1.2344568403103817,2.076411201024368,0.48980290603926857,-0.10705383666354995,0.5677984483101868,0.005044588433835041
154,-0.7349035835029816,-1.379269731616178,-0.662335905128366,-1.028986855436469,-0.33093008881239133,-0.19014123446188763,-0.4533578179962795,-0.20171448586114624,-0.09383050954509682
155,-4.435746623460249,-1.3928676426241262,0.030814253736419075,1.2520425314731158,-0.23576368058408304,1.763724873501211,-2.1362400786579525,0.7136115048100058,0.6026344721719916
156,-0.5394211396670365,0.4487630703118323,-1.9323704239705115,0.325755755451537,0.3725440948431612,-0.30649277086797166,0.13954813528393323,-0.011321517373432441,0.09940857704338968
157,0.260833572093636,-0.27185732360199516,-0.20284662948946017,-1.3289660867727644,-0.676404687162109,0.03430925307119601,-0.036491926466111754,0.05736537938536424,0.10702556346494087
158,-3.8433575932402135,-0.5545093652539116,2.500469930555489,0.6208175314213363,0.6403608701295849,0.3127344880405905,-0.02166769679219253,-0.8107044634734265,-0.2850862443657553
