individu,Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,Dim8,Dim9,Dim10,Dim11,Dim12,Dim13,Dim14,Dim15,Dim16,Dim17,Dim18,Dim19,Dim20,Dim21,Dim22,Dim23,Dim24,Dim25,Dim26,Dim27,Dim28,Dim29,Dim30,Dim31,Dim32,Dim33,Dim34,Dim35,Dim36,Dim37,Dim38,Dim39,Dim40,Dim41,Dim42,Dim43,Dim44,Dim45,Dim46,Dim47,Dim48,Dim49,Dim50,Dim51,Dim52,Dim53,Dim54,Dim55,Dim56,Dim57,Dim58,Dim59,Dim60,Dim61,Dim62,Dim63,Dim64,Dim65,Dim66,Dim67,Dim68,Dim69,Dim70,Dim71,Dim72,Dim73,Dim74,Dim75,Dim76,Dim77,Dim78,Dim79,Dim80,Dim81,Dim82,Dim83,Dim84,Dim85,Dim86,Dim87,Dim88,Dim89,Dim90,Dim91,Dim92,Dim93,Dim94,Dim95,Dim96,Dim97,Dim98,Dim99,Dim100,Dim101,Dim102,Dim103,Dim104,Dim105,Dim106,Dim107,Dim108
41,-0.20312611696133206,0.11521903368201299,-0.320803671945376,0.3632114783622772,-0.07790303756586102,0.15182555409135623,-0.1325430303890808,0.06744385379222714,-0.14420872015650293,-0.14156383086350577,0.1238571779716956,0.30022933598673107,-0.15804431002833436,-0.005908766229339194,0.01528527314869316,0.06587357727551914,0.03775438734006217,0.16478169655607033,-0.021343437093810612,-0.19513311393982266,-0.02565882360994598,-0.17574931122521917,-0.3010041443051337,0.18631204450692992,-0.3703934867239219,-0.15140915224226237,0.1547875519148651,0.026283888668409614,-0.3020261017856965,-0.09141847491514749,0.07444987239650505,-0.05179862772343614,-0.26377415422394623,0.05533634774210689,0.19735446689454633,0.05049007562882563,-0.19689365996370545,-0.04076586714689257,0.13203208524565424,-0.1352423063169586,-0.138897518080552,0.05048226630094983,0.07644689995075993,0.021173794445432926,-0.1795244056467151,0.27713261177574783,-0.050990207933919236,0.07505302275631738,-0.013781990502834747,-0.11350478970616677,-0.3486032927548929,0.07028768618399094,0.015128255836347634,-0.034392390070134685,0.14116378865587037,-0.2473910959731446,-0.10719467198287935,0.09249670647731507,0.19989270921666855,0.07910388734377984,0.0036241113649851404,-0.12517622604189113,-0.04910781390909305,0.0048880716299273316,-0.0011325912745657003,-0.04432959954586085,0.0589214621095741,0.07052592332271466,-0.06429309773575655,0.2049993002286743,-0.04082627884705871,0.09107472688610897,0.007250597418715422,-0.036119928794032856,-0.02245433505164234,-0.020797919990520254,-0.011262290504103321,-0.007700748603179482,0.0012783640942606064,-0.9804943791207669,0.007026201607790393,-0.007485280258220369,-0.010349209600146726,-0.0033468403711158536,0.01056395347821827,0.021217062301049115,-0.006271182046736276,0.0018523978786341461,-0.005207580769503687,0.02895376984196708,-0.00349720961536727,0.013435182889365207,0.040807117959972654,0.002490001396317694,0.007342180568525614,0.011611988336534006,0.09095462398631472,0.004027487255725632,-0.019019453991519747,0.026649478852390916,0.0070698552302549626,-0.005113336012052092,0.0011076200729827348,0.009208344441255048,-0.03246670874050553,-1.2031719674029592e-05,-0.019012278263206117,-0.002701094838221174
42,0.29655428408363743,-0.5867258074200689,0.2178859227368438,0.2314168306674919,-0.12105490132706627,-0.20085001483847162,0.1239843959924005,-0.17013415980745358,0.323443177999643,-0.17192495392955723,-0.021405876392335977,-0.0723207749897175,0.0021578918046840146,0.08512252697998131,0.43996446289170354,0.10083406723806815,0.17961543897954996,0.46359872854659034,-0.20175017385362087,0.300832349414642,0.07051831394481899,-0.3728825809329951,0.1331531148633541,-0.07805610030684276,-0.027622952461383493,-0.26271807340498776,0.10426640526459044,-0.24119510783241566,-0.16151806066041338,-0.1290657425595618,-0.2501309109246782,0.137901830948485,-0.24459328332463087,-0.18303451309289012,-0.15433866242328786,-0.03616725522940063,0.44003890407789237,-0.19348068932141432,-0.0814155683905799,0.021414239963374042,-0.030942556149113946,-0.10421482644418152,-0.12901886581639146,-0.1491499843496977,0.07418516501932303,0.23224442326776695,-0.1940929087102606,-0.018271872443065235,-0.3366701233408057,0.24662782593898114,-0.19022503661122878,0.08424526410770493,0.1130173758668644,0.019557575354843686,0.05281406929942595,0.011939185771807578,-0.23374511284745572,0.011215402247178633,-0.021084502569903872,-0.27360216523657144,-0.021284602138275564,-0.07653555534066415,-0.26623356211521254,-0.12348489484431599,0.11187895649071054,-0.055160392892051054,0.06588633596019597,-0.09394490830541462,-0.005055727198039962,-0.019523889726527126,0.07902166384113159,-0.0009767278078581822,0.08796783506762376,0.032751958814955046,0.009101541424614387,0.05444307123121845,0.02715031083791803,0.014757943558773091,-0.0048541593852318475,-0.9804943791207665,0.007026201607790196,-0.007485280258220079,-0.010349209600146856,-0.0033468403711158505,0.010563953478218237,0.021217062301049076,-0.006271182046736435,0.0018523978786341895,-0.0052075807695034755,0.028953769841967115,-0.003497209615367365,0.013435182889365162,0.04080711795997266,0.0024900013963173743,0.007342180568525607,0.01161198833653405,0.09095462398631479,0.004027487255725775,-0.01901945399151953,0.02664947885239116,0.007069855230255129,-0.005113336012052121,0.0011076200729825622,0.009208344441255074,-0.03246670874050538,-1.2031719673732955e-05,-0.01901227826320613,-0.002701094838221174
43,-0.2691931327133754,0.06101595581533534,0.3215099948861105,-0.03183269348787144,-0.12014932833337726,-0.2156904474848598,-0.08769913968318709,-0.19464785412545416,0.03537005378972422,0.1397871005458252,-0.010092941554008117,0.004058615753212861,-0.3572772012792081,-0.03564547768100987,-0.03055914225728732,0.23834093504577739,-0.1216837571802638,0.08681224112652372,-0.3925456336530088,0.04578243499263789,0.28321277387985005,0.045515762668521004,-0.09457500769814507,0.10595197296060482,0.04198706844242975,-0.10459691031432884,-0.04646776747415996,0.051793671422885906,0.11765086293890929,0.14617029888245775,-0.006687864580985463,-0.006871271250833119,0.3369050858849165,0.010265488997524212,-0.0656571563883696,-0.05490799392686745,-0.0855473860139119,-0.06644282436809425,0.0675728098181535,0.23100808045667615,0.0909430318438915,0.04679435960412868,0.02469736140528349,0.17250007666489606,-0.0466067095896819,0.0771121316436518,0.014359469305199735,0.00628217600738662,0.13033380624652238,-0.06376817013133987,-0.05301407352776939,-0.08755723612643775,0.133937581191667,-0.1539072836837568,0.09440767913843019,0.10402569777348245,-0.037454268359118484,0.04966784949724623,-0.05770248631012849,-0.12162704625016563,0.09595615676911037,0.08586693652760646,0.0251085174904535,-0.0010813487492087259,-0.08282839483159933,0.14677742556731074,0.023396959414907107,0.026287795207601557,0.027741570039947996,0.031724947343979175,-0.029378683957005092,0.011480151916022144,-0.08040701953961744,0.05105723907630733,-0.021501906950837514,-0.025655896597014328,-0.003019292588859566,0.022283555720016272,-0.011858786151912082,-0.9804943791207673,0.007026201607790279,-0.007485280258220473,-0.010349209600146693,-0.003346840371115991,0.010563953478218124,0.02121706230104898,-0.006271182046736175,0.0018523978786342936,-0.005207580769503732,0.028953769841967205,-0.00349720961536749,0.0134351828893652,0.04080711795997262,0.0024900013963176635,0.007342180568525392,0.011611988336533909,0.0909546239863146,0.004027487255725635,-0.019019453991519702,0.026649478852391117,0.007069855230254914,-0.005113336012052218,0.0011076200729827322,0.009208344441255036,-0.03246670874050539,-1.2031719673961938e-05,-0.019012278263206117,-0.0027010948382211464
44,-0.04542308001629958,0.16652071059167584,-0.13111321396281314,-0.6852273337959087,0.06084177741888977,-0.23221809872628993,-0.05933312835926643,-0.06491010558628235,0.010758275838728567,0.05982132358815721,-0.2054586661067543,-0.24471183446829575,-0.2507982570791834,0.03537660028389113,-0.15566230392294278,-0.17307900639085988,0.39429366703374136,-0.058389694164440724,0.0347517668040166,0.5819194437464997,0.35808382071227934,0.13682900336474327,0.4930937695708921,0.2216671734535525,-0.2865413132802676,0.069973959531654,0.2603553632543399,0.08127831001453256,0.1470777082877034,0.08449147355045183,-0.16206836257700225,0.050874942849798835,-0.14489917071858488,0.14654657360660203,-0.0658944640075705,0.01069128120954358,0.022406333768682004,0.1062134099676745,0.12831985468172297,-0.1295472718952935,0.12925019132461515,-0.033044427127884794,0.041443701710590156,-0.10102032953631467,0.3017150552399644,0.1293124775402697,-0.10035537805268355,0.011443795306282178,-0.008842898868239468,0.06943271508696418,-0.07695701261658788,0.017968450380829885,-0.05842430865105171,0.007757819383041717,-0.03553554398581456,-0.08237331318142521,-0.202435094660682,-0.0024755225709607196,0.04360705195525187,-0.04915207473743255,-0.023316506776040965,0.24773473497738596,0.012091872393079076,0.0031217228803151038,-0.008830777859592359,0.17446245467118485,-0.11449812150984547,-0.05430237653462847,0.14884471783659486,0.013111675326127559,0.023297538494479606,0.00015081224966646432,0.021308333009434584,0.0003289652597306538,0.0029322085917778563,0.022875004812237084,0.016133299012902756,-0.0011052513976305613,-0.010379504333902966,-0.980494379120767,0.007026201607790146,-0.007485280258220419,-0.010349209600146724,-0.003346840371116027,0.01056395347821805,0.021217062301048945,-0.006271182046736379,0.001852397878634313,-0.005207580769503713,0.02895376984196733,-0.003497209615367296,0.013435182889365085,0.04080711795997264,0.0024900013963175807,0.007342180568525771,0.011611988336533855,0.09095462398631445,0.00402748725572553,-0.019019453991519802,0.026649478852390936,0.007069855230254883,-0.005113336012052149,0.0011076200729827712,0.009208344441255305,-0.03246670874050545,-1.203171967376071e-05,-0.01901227826320627,-0.0027010948382211186
45,-0.023074354976855227,-0.17663396508010482,-0.26203932797333046,0.15367223371362143,0.1637321397474501,-0.05417065590280423,-0.3018459838193393,-0.17847749824404105,-0.13133047066607215,0.2521056505075269,0.10118333043450067,0.16153678834247273,-0.308148235739858,-0.2822248988482681,-0.5159473294746542,0.06288112616961232,-0.20254305470818632,-0.27327861435065437,-0.3189050628191627,0.04332980176914301,0.14481536898672107,-0.12203518661013703,0.013881829552031587,0.302325079643634,-0.2201377219527811,-0.08153298062634876,-0.13606847139058414,0.3748514765627143,-0.4354594272044139,-0.30663747638670025,-0.09528016989927691,0.25083072041300153,-0.2623456414937449,0.052482115545357075,-0.33531508496252177,0.20954646075243172,-0.19992008723289717,0.09226264186279176,0.23411201954632574,-0.1064282709194318,0.07934379902621651,-0.41349987044295733,0.21158594178543624,-0.09535673382293702,-0.3802767625681644,0.00010813597521517769,0.08825305146352802,0.07654931840845716,-0.07406891894649462,-0.04848796452370745,-0.12206305897140003,-0.16273745519390062,0.07625997674572871,0.19605975264645725,0.13730568003192517,0.03592456315494285,-0.058251610206583426,0.2572784864290552,-0.23849233311953422,-0.02650695673137816,0.1462963653572809,-0.008411347275622821,0.061107313884330106,-0.088214303317265,0.09390567698213279,-0.13649601920814666,0.1332197897764866,0.02543736967474872,0.03041139739602592,-0.1438491734833326,0.033768696980446634,-0.011206614056007194,0.01985975095735809,-0.010771321201267711,0.0028424870790880216,-0.021285991470357663,-0.0059723498770353845,0.0002679209086184962,0.006760567091617124,-0.9804943791207669,0.007026201607790147,-0.007485280258220457,-0.01034920960014667,-0.0033468403711159425,0.010563953478218084,0.021217062301048795,-0.006271182046736078,0.0018523978786345087,-0.0052075807695037635,0.028953769841967073,-0.003497209615367247,0.013435182889364915,0.04080711795997263,0.002490001396317799,0.007342180568525635,0.0116119883365339,0.09095462398631478,0.0040274872557257615,-0.019019453991519945,0.026649478852390867,0.007069855230254803,-0.005113336012052204,0.0011076200729828432,0.009208344441255081,-0.03246670874050538,-1.2031719673982755e-05,-0.019012278263206145,-0.002701094838221174
46,-0.33006418515696984,0.25415292883000434,0.21230341557418547,-0.2895255218359287,-0.12584855524784086,-0.029039145969449606,0.017196980407762394,-0.16548109321439539,0.3736888580639614,0.20549930890637816,0.09139683847498191,-0.10637311578965794,-0.12107922051372759,0.10328961115587838,-0.03936735070176811,-0.33343402654591925,-0.07258595696078801,0.18032751249561071,0.2548274895732077,0.09801102892641937,-0.2898506397412462,-0.17965556946407693,-0.276956498050687,0.08569268339860545,0.09068608923090948,0.23558508604403822,0.15339008575173765,-0.19707255906910706,-0.3730398276734989,0.2219505814941655,-0.05985755379971119,0.3617695789575883,-0.13553525716992143,-0.17051173691581054,-0.1747598481791141,0.21309575491299224,0.026213620009597836,0.15735756710908688,0.08407848241958321,0.08588757257825255,-0.0054389325510565655,-0.0769994146296075,-0.05742880790349146,-0.3405127773854385,-0.052663562246259045,0.060587340506618695,0.04340816837550363,-0.038115729293598986,0.27597301086593634,0.11128143871449442,0.08926765478489418,-0.20523430704451395,-0.09053726379318243,0.1657738430849208,0.06710940359009018,-0.033720251599472104,0.11866144684230388,-0.11801671855658787,-0.0842688723570109,0.018013163173433086,-0.08729609682995833,-0.20738787800141195,0.15823059981821924,-0.0007550093006623764,0.018886022647393967,0.0160951295547813,0.05738190497741559,0.051337619571745464,-0.017047114952224596,0.039873371526677186,-0.03633587288538527,0.003717190121514166,-0.10284539981990863,0.03593941018141946,-0.006821093895339268,0.013484401472442979,0.01653957292131339,-0.014347677369942408,-0.0023914186822770554,-0.9804943791207669,0.007026201607790314,-0.0074852802582203,-0.01034920960014653,-0.003346840371116019,0.010563953478218103,0.021217062301048837,-0.006271182046736244,0.0018523978786343144,-0.005207580769503854,0.028953769841967087,-0.003497209615367573,0.013435182889365214,0.040807117959972675,0.0024900013963175716,0.007342180568525767,0.011611988336534013,0.09095462398631483,0.004027487255725947,-0.019019453991519723,0.026649478852391283,0.007069855230255018,-0.005113336012052024,0.0011076200729827114,0.009208344441255099,-0.03246670874050553,-1.203171967376071e-05,-0.019012278263205895,-0.0027010948382209746
47,0.12997456524561032,-0.08101268251839876,0.11515266493253441,-0.10135124773326028,0.21521802046388286,0.01440295308709612,-0.29632648095994285,0.20861109592975774,-0.11351192079434819,-0.4445762503393008,-0.050935305697179134,-0.2350730614042129,-0.036879636484435166,0.8066765253565815,0.20112923717483563,-0.1210692596700982,-0.5192698418828453,-0.2023138797105643,0.06393682882013486,0.18469895601022215,-0.2740567739724502,-0.18023019716287914,-0.3595557074969627,0.08429505517488309,-0.2739587696963846,-0.27468108899955507,0.024801417941717512,-0.10779530418971854,0.11618319335882214,-0.09010767668997376,0.03385479489962671,-0.18455397054888756,0.0751154205859966,0.01786412364306965,-0.07930914172727457,-0.0995236122877562,-0.024513844175907695,0.1859533046114859,0.07690358758710028,0.033998306407607835,-0.13885698041336844,0.019948676805458396,-0.040044066133665845,-0.08748240873130361,-0.13620720112604842,0.11637380947538148,0.030797507940899874,0.018666338067900832,-0.09453745070926761,-0.11784276734850149,-0.169419119425332,-0.17624470181966717,-0.18351172088519,-0.09632548459912102,-0.21620443178030252,0.06877479538405985,0.10437383777055652,-0.3352876460888682,0.16423609866275035,0.0036950204328987627,0.024789293157018045,-0.12257676031540987,-0.0012013967029404025,0.08911068142596049,-0.02617013468605155,-0.1493521376704335,0.11667812678280748,-0.056002962490628076,0.05601114910157099,-0.12973160643421167,0.1128321829783228,-0.030405948129150352,-0.06019777748862115,0.057970594533513,0.018077721412521945,0.024988287683266674,0.007455773494464957,-0.0034715741611175454,-0.0030254109733626852,-0.9804943791207669,0.007026201607790379,-0.007485280258220244,-0.010349209600146887,-0.003346840371115909,0.01056395347821806,0.021217062301049135,-0.006271182046736297,0.0018523978786343473,-0.005207580769503458,0.028953769841967115,-0.0034972096153674088,0.013435182889365366,0.040807117959972376,0.002490001396317694,0.007342180568525715,0.01161198833653398,0.09095462398631463,0.00402748725572557,-0.019019453991519775,0.026649478852390957,0.007069855230254973,-0.005113336012052151,0.0011076200729827521,0.009208344441255048,-0.03246670874050553,-1.2031719674059083e-05,-0.019012278263206117,-0.0027010948382211446
48,-0.3640517241354323,0.13143443152572779,0.0969222688454321,-0.29250105016852307,-0.1978366619763902,0.1009321904321695,-0.11562166532322482,-0.40598362977952857,-0.1100176915157621,-0.3736554444859183,-0.19200342888185154,0.21395325871596071,0.16681379857463385,-0.12265022241433605,0.1924378279544149,-0.20565733431840544,-0.37583872859879053,-0.0459049003564453,0.11070716384693148,-0.3009278730421065,-0.014819711909081172,0.2261306431842129,0.11725771761429589,-0.24698586607901887,0.38669578194382653,0.36345903074213615,-0.002830894237965112,0.07202587505226447,0.22202634356979473,-0.024656230055103007,0.03256594940937298,0.379703848966414,0.09694531760740192,0.019371231431875423,-0.11712489234378569,-0.2376017821714462,0.13354057762845545,0.09897673824566666,-0.22257509443506823,-0.16019140471772056,0.11261436340020896,-0.06494289687938723,-0.16412020374318198,0.021276657681319824,-0.17241260575642792,-0.08592957716711441,0.07554721333053772,0.028912507822919636,-0.14715023007774747,-0.022599889839911153,0.24122341492659427,-0.06770025626713608,-0.146668047406136,0.14489515535160555,0.034014884304092906,0.090397835212504,-0.08612950520520736,0.13230340521082268,0.1236438584693969,0.014789314181421775,0.10326678306274643,0.049540036192584416,0.01349340607551371,0.12909334619828539,-0.1102826470996067,0.051454313012625666,-0.07788943287032521,0.008657152890639877,-0.07137732699879963,0.10154586520589837,-0.02888271031104737,0.02752802271558898,0.030270335224018362,-0.027020897184922534,-0.005928919993740894,-0.02358098159011834,-0.020779382751722055,0.009008123925728957,-0.0002059010072848569,-0.9804943791207676,0.007026201607790305,-0.00748528025822039,-0.010349209600146582,-0.003346840371115774,0.01056395347821802,0.02121706230104911,-0.006271182046736409,0.0018523978786342981,-0.005207580769503701,0.028953769841967146,-0.0034972096153673745,0.013435182889365262,0.04080711795997258,0.002490001396317734,0.007342180568525337,0.011611988336534025,0.09095462398631478,0.004027487255725874,-0.019019453991519854,0.026649478852391183,0.007069855230254814,-0.005113336012052198,0.0011076200729829698,0.009208344441255168,-0.03246670874050543,-1.2031719673955e-05,-0.019012278263206117,-0.00270109483822107
49,-0.13531567380715329,-0.1567012857443324,0.142443126250192,0.2912896725700451,-0.15582922677089342,-0.009485139804053466,-0.20968815119602396,0.2372732128065224,0.06068136200633609,-0.05311278796281592,0.06577155703586858,-0.3136456079532245,-0.05496110450322233,0.08135235715159302,-0.193849490691934,0.2126938804092101,0.1333487780090836,0.06444107487974955,-0.4517599362423458,-0.247699585639476,0.03295448038906897,-0.14035335631068155,-0.13258808467617259,-0.04182735464149256,0.10862825405390374,-0.14869830397406483,-0.020966246983798346,0.14867291796416113,0.004932096899035053,-0.08526063253185467,0.00468021093573553,0.008218666117358648,-0.10818271409792947,-0.06170139941042315,-0.13996718664490532,0.10687160822777424,0.0455603497611713,-0.0460426916313248,-0.15779724378280777,-0.0176043684935701,0.09397135734576022,-0.11088242372085196,0.14255203984918433,-0.024956657524731602,0.1308500083265394,-0.004811656814861815,0.17207142104537756,-0.15999979090467337,-0.2265251256909158,-0.014463345114353258,0.0350511809428146,0.07941595523844451,-0.01472926754814465,0.0884174104063089,0.049151363066094474,-0.09942994172729698,-0.09307935405807832,-0.04644184324053757,0.007854900371938279,0.1435323494780496,0.039643278432256145,-0.004809536312230174,-0.03491165268715604,-0.2758524611854805,0.023696994300210106,0.1288894268206826,-0.2538721327560063,0.021447614425325768,0.03611886948921974,-0.04632211242041715,-0.014669025818160462,-0.008158890055577425,0.010651153843867759,-0.003540869276857026,-0.003927666820343477,-0.009384653819554974,0.002073234323256775,0.007280238632329966,0.003495865646294239,-0.9804943791207672,0.007026201607790217,-0.007485280258220363,-0.010349209600146816,-0.003346840371115998,0.010563953478218098,0.021217062301049017,-0.0062711820467364525,0.0018523978786343838,-0.005207580769503757,0.028953769841967184,-0.0034972096153674413,0.01343518288936511,0.040807117959972605,0.0024900013963178127,0.007342180568525461,0.01161198833653408,0.09095462398631458,0.004027487255725713,-0.019019453991519778,0.026649478852391172,0.007069855230254865,-0.0051133360120521765,0.0011076200729826836,0.009208344441255137,-0.032466708740505314,-1.2031719673857912e-05,-0.019012278263206246,-0.00270109483822121
50,-0.20128680011174455,-0.05382227585979366,0.21238443985088104,-0.28806050215988316,0.2619717021205637,-0.058217660080319804,-0.17403607177791314,-0.24196672681697257,-0.04471828156716435,0.44346778256894054,0.20476924827296436,0.06824756150152965,-0.3144011088921381,0.02532736139910779,0.23116959614158716,-0.0560878227293911,0.026374362137498133,0.026099100105409535,-0.09369244440425457,0.1054152039663345,0.26554938977851644,0.36175409208062936,0.12103122663573407,0.3936328367883178,-0.0599758867500487,0.16393724813028931,0.19205564335585026,0.04132283699129676,-0.026678591046959625,-0.34433629154191925,0.06889661336849882,-0.1775472572335082,0.360713852026467,-0.08254391864934008,-0.08207432854313615,0.19812874382313445,0.03687114726832858,-0.22809034913588536,0.12209737145423386,-0.047330930090442105,-0.05614905769486718,0.17988001091483272,-0.018143321319762862,0.27841573791115387,-0.07872884456715033,0.2834558521814189,0.18362170745014117,0.28411618130539573,0.16623388572569878,0.002419688199884051,-0.23981155153699157,-0.12041456331267972,0.114546134859818,0.03629620540694661,0.2915310528570978,-0.023858870286945503,-0.00370817493150995,0.0068680826922072735,0.006320578383135151,0.10104281175021967,-0.07092862182556006,-0.18692678825967013,-0.07646835191981999,0.007384794616918304,-0.019384494194528826,-0.09576508675666354,0.05489008129705739,0.023221833407788717,-0.01414553268689802,0.16800688847637835,0.03773793286500753,0.06785551856291444,-0.078945027006075,0.045907011120324616,-0.022053720039469184,-0.016063622167096288,-0.008795258715450944,0.005040746606444037,0.004196952752627082,-0.9804943791207673,0.007026201607790337,-0.007485280258220628,-0.010349209600146613,-0.0033468403711159403,0.010563953478218282,0.02121706230104888,-0.006271182046736254,0.0018523978786341877,-0.005207580769503715,0.028953769841967403,-0.0034972096153675337,0.013435182889365186,0.04080711795997256,0.002490001396317791,0.007342180568525649,0.011611988336533912,0.09095462398631463,0.004027487255725518,-0.019019453991519664,0.026649478852390957,0.007069855230254942,-0.005113336012052183,0.0011076200729827452,0.00920834444125517,-0.03246670874050542,-1.2031719673891812e-05,-0.019012278263206058,-0.0027010948382211806
51,-0.04711943584900636,-0.22601288600421193,-0.0394204771638514,0.5254995925337521,0.33460664732538015,0.02398880702127547,0.04685232078677603,0.14491119138929132,-0.3359785443140669,0.18016329757337127,-0.28364272388340667,-0.4286916009277396,0.08732453021940476,0.09405759191865695,-0.3439072814668244,-0.06922221295817253,0.17081523463908843,-0.07407100598978729,-0.04549794941873879,-0.08537733616102347,0.3550441395234634,-0.19531783710918604,-0.10627100233699747,-0.08603714982233165,0.2848419497782684,-0.036504465019536685,-0.063839021860492,-0.12387591463559827,0.3198317988245543,0.133323292797073,0.013251837784595306,0.23303916007760808,-0.19630104184347186,-0.12156603744986924,-0.1666117961628892,0.02548468837963249,0.005945912530643276,0.17853506323870955,0.47838091398090055,0.060328730617279905,-0.1783510851959996,-0.07004387309209004,0.15569321428030355,0.26232825223544565,0.054719360093207575,-0.0110725478672,-0.13408373641057833,-0.0769022042851263,0.05019020879205009,-0.17750042442296074,-0.02740154460383317,-0.021369202349572475,0.00024362454792751953,-0.036640350894532124,-0.04521754606131052,-0.07282292169231837,-0.08339177335819939,0.09897389879271633,0.16102384766041059,-0.02638434020033081,0.10280320564083231,-0.05909197661521104,0.12728899037235633,-0.09321317315012466,-0.0860010942329721,-0.0642091445055817,0.0677984654973077,0.03637081501148592,-0.02959332910404322,0.09369836663807732,-0.02162220197164135,0.011547248184929146,0.0027089994291292032,-0.008870425005609894,-0.013796392123079117,-0.015363426358888165,0.010772918387389453,-0.006982299430140136,-0.008754577152562617,-0.980494379120767,0.0070262016077903815,-0.007485280258220192,-0.010349209600146595,-0.003346840371115939,0.010563953478218119,0.021217062301048983,-0.006271182046736168,0.001852397878634372,-0.005207580769503849,0.028953769841967007,-0.003497209615367421,0.013435182889365056,0.04080711795997269,0.002490001396317732,0.007342180568525521,0.01161198833653389,0.09095462398631453,0.004027487255725707,-0.01901945399151974,0.02664947885239126,0.007069855230255069,-0.005113336012052015,0.001107620072982761,0.009208344441255265,-0.032466708740505446,-1.203171967391629e-05,-0.019012278263205954,-0.0027010948382211017
52,-0.2988686623494682,0.0368263906285328,0.1978959306609785,0.06597326874209519,0.0750478104954177,-0.037175538333213645,-0.05785016256869771,0.1572153006195017,0.15724908060657328,-0.11440981672557947,0.12158742742493092,-0.21177302534413545,-0.08240483161882069,0.23383616175940386,0.07543089069502912,0.18131248567861308,0.0944349360020011,-0.09414030054582402,-0.12807109228140495,-0.08461242941492049,0.12404429156634361,0.006507972118185805,-0.14227796327307826,0.030935106440024656,0.1220291771410368,-0.05221353986892644,-0.13660852481752125,0.1414535261463765,0.06569304318209779,0.22060768389194085,0.09005549706222893,0.2249309212096659,0.00988572377055781,0.26326314112540594,0.041825812964121224,-0.04947786680028045,0.23092668540907235,-0.16031157957049946,0.10974761691825856,-0.1696224389959445,-0.10698254693450522,-0.0991754709250512,0.12644795081281365,0.18550979142981835,-0.12773259441707832,0.0889943246763507,0.05436938700235474,-0.1676783778153964,0.005861147496111737,-0.032776927581828486,0.20771159414530824,-0.15071379356474854,-0.09140041902038172,0.04819723364111616,0.4631182010571364,-0.15922920157030201,0.05590089422765786,0.03162754615230306,-0.09280399458591825,0.008272112819501744,0.08372532453497418,-0.029012909374807643,-0.13938488862182205,-0.04413077754242156,-0.015659920239863203,-0.04733882135290226,8.537053140791988e-05,0.038060005050214105,-0.052526639416586786,0.018214640145352998,-0.016026602854667192,0.012418360431431272,-0.036014946421549635,0.026162938217635323,-0.012427799338541705,-0.014414556428730822,0.0029541039750670883,0.015123400970417597,0.006749116393576748,-0.9804943791207671,0.007026201607790272,-0.007485280258220456,-0.010349209600146713,-0.0033468403711160327,0.010563953478218145,0.021217062301048924,-0.006271182046736286,0.001852397878634363,-0.005207580769503746,0.028953769841967094,-0.0034972096153674205,0.013435182889365006,0.040807117959972536,0.002490001396317726,0.007342180568525621,0.011611988336534155,0.09095462398631461,0.00402748725572576,-0.019019453991519785,0.026649478852391145,0.007069855230254983,-0.0051133360120519614,0.0011076200729828918,0.009208344441254995,-0.032466708740505494,-1.2031719674007098e-05,-0.01901227826320607,-0.0027010948382210783
53,0.76965913931098,-0.45284061294591677,0.08307808510127627,-0.6680894404280123,-0.25491374638281533,-0.031036099758328176,-0.0631844894886597,-0.344108802250612,-0.07076767168218545,-0.3372020256835499,0.13560657619556207,-0.002254413635465584,-0.043846369907016215,0.19287678874871328,0.010366717020660653,0.3657827452425879,-0.16876431686886934,-0.5028173248999356,0.20385528249242107,0.11148638931989112,-0.0018223365137965237,-0.039827125819502485,0.022358460389736965,-0.22706742876869265,-0.054415442494580475,-0.20560782419379456,-0.5066004217457603,-0.12543444692724295,-0.4515161444416274,0.2757307558218266,0.2626983774384524,-0.0673954069723395,0.03352762243090608,0.1256422963812357,0.12063107829941444,0.5135367022795866,0.20051090361304014,-0.4466528675335661,0.19652445826101114,-0.34673663944423905,-0.2676128093727785,-0.4272013593752817,0.10380310602312692,0.06361087019749014,0.11439306695330984,-0.040723817270323,-0.15368995367420688,0.05495714212512661,-0.05663297563970282,-0.02708220147143568,-0.10366307320027905,-0.13564162739550079,-0.03300627849032147,0.023400873021044055,0.18576211864745562,0.11819295130524544,0.02458350187787245,0.054760060341354916,0.1318344426819201,0.3126487903490655,0.0018945048673368048,-0.09417595005012275,-0.031955678155485744,-0.14955645673910653,-0.11697656340724828,0.05807450911979543,-0.08237204687624526,0.2110115090736174,0.01244736020127109,0.11677327444652211,-0.0776124295713474,0.06689168840856612,-0.07447168803687979,0.005411601816580582,-0.025692398793981122,-0.01106727315039113,-0.020023302991451577,0.00481575913361902,0.0034327287135956608,-0.9804943791207669,0.007026201607790154,-0.007485280258220444,-0.010349209600146935,-0.0033468403711159407,0.010563953478217963,0.021217062301048726,-0.006271182046736487,0.001852397878634252,-0.005207580769503906,0.028953769841966823,-0.0034972096153675523,0.013435182889365158,0.040807117959972425,0.00249000139631769,0.007342180568525607,0.011611988336534151,0.0909546239863145,0.004027487255725626,-0.01901945399151982,0.026649478852391075,0.007069855230254907,-0.005113336012052104,0.0011076200729830757,0.00920834444125495,-0.032466708740505355,-1.2031719673854443e-05,-0.01901227826320605,-0.0027010948382209326
